Time,Latitude,Longitude,Intensity
20140612  0000,15.8,-105.4,85
20140612  0600,16.1,-106.1,105
20140612  1200,16.4,-106.8,130
20140612  1800,16.7,-107.5,125
20140613  0000,17.0,-108.1,110
20140613  0600,17.4,-108.8,95
20140613  1200,17.8,-109.5,85
20140613  1800,18.3,-110.1,80
20140614  0000,18.7,-110.5,80
20140614  0600,19.0,-110.8,70
20140614  1200,19.3,-111.2,60
20140614  1800,19.5,-111.6,50
20140615  0000,19.7,-112.0,40
20140615  0600,19.9,-112.5,35
20140615  1200,20.1,-113.0,30
20140615  1800,20.4,-113.5,30
20140616  0000,20.7,-114.1,30
20140616  0600,21.1,-114.8,30
20140616  1200,21.6,-115.6,25
20140616  1800,22.1,-116.4,25
20140617  0000,22.5,-116.9,20
20140617  0600,22.7,-117.2,20
20140617  1200,22.8,-117.6,15
20140617  1800,23.0,-117.8,15
20140618  0000,23.1,-117.5,15
20140618  0600,23.0,-117.2,15
20140618  1200,22.8,-117.0,15
20140618  1800,22.5,-116.8,15
20140619  0000,22.2,-116.6,15
20140628  1800,14.2,-105.5,30
20140629  0000,14.7,-106.9,30
20140629  0600,15.3,-108.3,30
20140629  1200,15.8,-109.8,30
20140629  1800,16.0,-111.1,30
20140630  0000,16.3,-112.2,35
20140630  0600,16.7,-113.0,35
20140630  1200,17.2,-113.7,35
20140630  1800,17.7,-114.2,35
20140701  0000,18.2,-114.7,40
20140701  0600,18.6,-115.1,40
20140701  1200,18.9,-115.5,40
20140701  1800,19.1,-115.7,45
20140702  0000,19.3,-115.8,45
20140702  0600,19.5,-115.9,40
20140702  1200,19.7,-116.0,40
20140702  1800,19.9,-116.1,40
20140703  0000,20.0,-116.2,35
20140703  0600,20.1,-116.3,35
20140703  1200,20.2,-116.4,35
20140703  1800,20.4,-116.6,35
20140704  0000,20.7,-116.9,35
20140704  0600,21.1,-117.3,35
20140704  1200,21.4,-117.8,35
20140704  1800,21.7,-118.3,35
20140705  0000,22.2,-118.8,35
20140705  0600,22.8,-119.3,30
20140705  1200,23.4,-119.8,30
20140705  1800,24.2,-120.6,25
20140706  0000,24.8,-121.5,25
20140706  0600,25.3,-122.2,25
20140706  1200,25.8,-122.8,25
20140706  1800,26.2,-123.5,25
20140707  0000,26.5,-124.1,25
20140707  0600,26.7,-124.6,20
20140707  1200,26.8,-125.0,20
20140707  1800,26.9,-125.4,20
20140708  0000,26.9,-125.8,20
20140708  0600,26.9,-126.1,20
20140708  1200,26.9,-126.3,20
20140708  1800,26.9,-126.5,20
20140709  0000,26.9,-126.6,15
20140630  0600,17.0,-103.0,45
20140630  1200,17.1,-103.4,45
20140630  1800,17.3,-104.1,45
20140701  0000,17.5,-104.4,45
20140701  0600,17.5,-104.3,45
20140701  1200,17.4,-104.2,40
20140701  1800,17.3,-104.0,35
20140702  0000,17.1,-103.6,30
20140702  0600,17.0,-103.1,25
20140702  1200,16.9,-102.6,25
20140702  1800,16.9,-102.4,20
20140706  0600,10.8,-113.0,20
20140706  1200,10.7,-114.0,20
20140706  1800,10.5,-115.1,20
20140707  0000,10.1,-116.1,25
20140707  0600,9.7,-117.1,25
20140707  1200,9.5,-118.1,30
20140707  1800,9.4,-119.2,40
20140708  0000,9.4,-120.3,40
20140708  0600,9.4,-121.5,40
20140708  1200,9.6,-122.8,35
20140708  1800,10.0,-124.1,35
20140709  0000,10.6,-125.5,30
20140709  0600,11.3,-127.0,25
20140717  0000,11.5,-140.1,25
20140717  0600,11.8,-140.1,25
20140717  1200,12.2,-140.2,30
20140717  1800,12.4,-140.4,35
20140718  0000,13.2,-140.8,40
20140718  0600,14.3,-141.5,40
20140718  1200,15.1,-142.6,35
20140718  1800,15.6,-143.6,30
20140719  0000,16.1,-144.4,25
20140722  1800,10.4,-121.4,25
20140723  0000,10.6,-122.8,25
20140723  0600,10.8,-124.2,25
20140723  1200,11.1,-125.6,25
20140723  1800,11.4,-127.0,25
20140724  0000,11.6,-128.0,30
20140724  0600,11.8,-129.2,30
20140724  1200,12.0,-130.6,30
20140724  1800,12.2,-132.1,30
20140725  0000,12.2,-133.1,30
20140725  0600,12.2,-134.0,35
20140725  1200,12.2,-135.0,40
20140725  1800,12.1,-135.7,40
20140726  0000,12.1,-135.9,40
20140726  0600,12.2,-136.3,35
20140726  1200,12.3,-136.8,30
20140726  1800,12.4,-137.6,30
20140727  0000,12.5,-138.7,30
20140727  0600,12.4,-139.7,30
20140727  1200,12.4,-140.9,30
20140727  1800,12.4,-142.2,30
20140728  0000,12.5,-143.5,25
20140728  0600,12.6,-144.6,25
20140728  1200,12.6,-145.5,25
20140728  1800,12.7,-146.1,25
20140729  0000,12.8,-146.5,25
20140729  0600,12.9,-146.9,25
20140729  1200,12.9,-147.4,25
20140729  1800,12.9,-147.8,30
20140730  0000,12.9,-148.2,30
20140730  0600,12.8,-148.6,30
20140730  1200,12.7,-148.9,35
20140730  1800,12.6,-149.3,35
20140731  0000,12.6,-149.7,30
20140731  0600,12.7,-150.0,30
20140731  1200,12.8,-150.3,30
20140731  1800,12.8,-150.8,30
20140801  0000,12.8,-151.3,25
20140801  0600,12.8,-151.8,25
20140801  1200,12.8,-152.4,25
20140801  1800,12.6,-153.0,25
20140802  0000,12.4,-153.6,25
20140802  0600,12.0,-154.4,30
20140802  1200,11.5,-155.6,35
20140802  1800,10.7,-156.8,35
20140803  0000,10.2,-157.8,30
20140803  0600,9.8,-158.8,30
20140803  1200,9.6,-159.5,30
20140803  1800,9.3,-160.6,30
20140804  0000,9.1,-162.0,30
20140804  0600,9.2,-163.4,30
20140804  1200,9.4,-165.0,30
20140804  1800,9.8,-166.6,30
20140805  0000,10.1,-168.0,30
20140805  0600,10.4,-169.3,30
20140805  1200,10.8,-170.7,35
20140805  1800,11.2,-172.2,40
20140806  0000,11.6,-173.6,45
20140806  0600,12.0,-175.0,55
20140806  1200,12.5,-176.3,65
20140806  1800,13.1,-177.6,75
20140807  0000,13.9,-179.2,100
20140807  0600,14.5,179.8,130
20140807  1200,15.1,178.7,140
20140807  1800,15.6,177.4,140
20140808  0000,16.3,176.4,140
20140808  0600,16.9,176.0,135
20140808  1200,17.5,175.9,130
20140808  1800,18.4,176.0,125
20140809  0000,19.6,176.4,120
20140809  0600,21.1,176.8,115
20140809  1200,23.1,177.0,105
20140809  1800,24.8,176.9,100
20140810  0000,26.7,176.1,95
20140810  0600,28.4,175.0,85
20140810  1200,30.5,173.3,80
20140810  1800,31.8,171.8,70
20140811  0000,33.0,170.2,60
20140811  0600,33.9,169.2,50
20140811  1200,34.4,168.3,40
20140811  1800,34.8,167.5,35
20140812  0000,35.0,166.7,35
20140812  0600,35.2,166.1,35
20140812  1200,35.4,165.5,30
20140812  1800,35.7,165.0,25
20140813  0000,36.3,164.8,25
20140813  0600,36.8,164.8,25
20140726  0000,12.3,-104.9,30
20140726  0600,13.3,-105.6,30
20140726  1200,14.3,-106.6,30
20140726  1800,15.1,-107.6,35
20140727  0000,15.8,-108.5,45
20140727  0600,16.6,-109.5,55
20140727  1200,17.5,-110.6,60
20140727  1800,18.3,-111.7,65
20140728  0000,19.0,-112.8,65
20140728  0600,19.6,-114.0,60
20140728  1200,20.3,-115.3,55
20140728  1800,21.0,-116.7,45
20140729  0000,21.8,-118.0,40
20140729  0600,22.5,-119.3,35
20140729  1200,23.2,-120.4,30
20140729  1800,23.8,-121.4,25
20140730  0000,24.1,-122.4,25
20140730  0600,24.3,-123.2,25
20140730  1200,24.7,-123.9,25
20140730  1800,25.1,-124.5,25
20140731  0000,25.3,-125.2,20
20140731  0600,25.3,-125.9,20
20140730  1200,11.3,-117.9,20
20140730  1800,11.6,-119.3,20
20140731  0000,11.9,-120.4,25
20140731  0600,12.1,-121.1,25
20140731  1200,12.4,-121.8,30
20140731  1800,12.8,-122.5,40
20140801  0000,13.2,-123.4,45
20140801  0600,13.6,-124.3,50
20140801  1200,13.9,-125.2,55
20140801  1800,14.2,-126.0,60
20140802  0000,14.6,-126.9,65
20140802  0600,14.8,-127.9,70
20140802  1200,14.9,-128.8,75
20140802  1800,15.0,-129.6,85
20140803  0000,15.1,-130.5,95
20140803  0600,15.2,-131.4,95
20140803  1200,15.4,-132.3,100
20140803  1800,15.7,-133.2,100
20140804  0000,15.9,-134.2,100
20140804  0600,16.0,-135.2,110
20140804  1200,16.1,-136.1,115
20140804  1800,16.1,-136.9,120
20140805  0000,16.0,-137.6,115
20140805  0600,15.9,-138.3,110
20140805  1200,15.9,-139.1,110
20140805  1800,16.2,-139.9,95
20140806  0000,16.5,-141.0,95
20140806  0600,16.7,-142.3,85
20140806  1200,16.9,-143.8,75
20140806  1800,17.0,-145.2,80
20140807  0000,17.4,-146.7,85
20140807  0600,17.9,-148.3,80
20140807  1200,18.2,-149.8,75
20140807  1800,18.7,-151.5,70
20140808  0000,18.9,-153.1,70
20140808  0600,18.9,-154.4,60
20140808  1200,19.2,-155.3,50
20140808  1230,19.2,-155.4,50
20140808  1800,19.4,-157.3,40
20140809  0000,19.8,-158.9,35
20140809  0600,20.3,-160.1,30
20140809  1200,20.7,-161.2,30
20140809  1800,20.8,-162.1,25
20140810  0000,20.7,-163.2,25
20140810  0600,20.2,-164.5,20
20140810  1200,19.7,-165.8,20
20140802  0000,12.5,-111.2,25
20140802  0600,12.5,-111.2,25
20140802  1200,13.2,-111.9,25
20140802  1800,13.4,-112.5,25
20140803  0000,13.7,-113.2,25
20140803  0600,13.8,-114.0,25
20140803  1200,13.8,-114.8,25
20140803  1800,13.7,-115.6,25
20140804  0000,13.5,-116.6,30
20140804  0600,13.5,-117.7,35
20140804  1200,13.5,-119.2,40
20140804  1800,13.5,-120.7,45
20140805  0000,13.5,-121.9,50
20140805  0600,13.6,-123.0,50
20140805  1200,13.8,-124.0,50
20140805  1800,14.0,-125.3,55
20140806  0000,14.3,-126.8,60
20140806  0600,14.7,-128.2,65
20140806  1200,15.1,-129.7,70
20140806  1800,15.6,-131.1,75
20140807  0000,16.2,-132.5,80
20140807  0600,16.6,-134.1,85
20140807  1200,16.8,-135.6,90
20140807  1800,17.0,-137.0,95
20140808  0000,17.3,-138.4,100
20140808  0600,17.6,-139.8,105
20140808  1200,17.9,-141.2,100
20140808  1800,18.3,-142.6,95
20140809  0000,18.7,-144.0,90
20140809  0600,19.2,-145.4,85
20140809  1200,19.9,-146.8,85
20140809  1800,20.7,-148.2,85
20140810  0000,21.4,-149.6,80
20140810  0600,22.2,-150.7,80
20140810  1200,23.1,-151.7,80
20140810  1800,24.0,-152.5,80
20140811  0000,24.9,-153.3,75
20140811  0600,25.6,-154.0,70
20140811  1200,26.3,-154.7,65
20140811  1800,26.9,-155.4,65
20140812  0000,27.4,-156.0,60
20140812  0600,27.9,-156.6,60
20140812  1200,28.2,-156.9,55
20140812  1800,28.6,-157.3,55
20140813  0000,29.2,-157.9,60
20140813  0600,29.7,-158.4,65
20140813  1200,30.1,-158.9,65
20140813  1800,30.5,-159.2,70
20140814  0000,30.8,-159.2,65
20140814  0600,31.1,-158.9,60
20140814  1200,31.3,-158.4,55
20140814  1800,31.5,-158.0,50
20140815  0000,31.8,-157.6,45
20140815  0600,32.1,-157.5,40
20140815  1200,32.3,-157.5,30
20140815  1800,32.5,-157.6,30
20140816  0000,32.8,-157.8,30
20140816  0600,33.1,-158.2,30
20140816  1200,33.4,-158.7,30
20140816  1800,33.6,-159.2,25
20140817  0000,34.1,-159.4,25
20140817  0600,34.6,-159.4,25
20140817  1200,35.5,-159.2,25
20140817  1800,36.5,-159.2,20
20140818  0000,37.6,-159.0,20
20140818  0600,38.8,-158.5,20
20140812  1200,15.1,-105.0,25
20140812  1800,15.8,-106.4,25
20140813  0000,16.4,-107.8,25
20140813  0600,16.9,-109.2,30
20140813  1200,17.1,-110.6,35
20140813  1800,17.2,-112.1,40
20140814  0000,17.2,-113.4,45
20140814  0600,17.1,-114.5,50
20140814  1200,17.0,-115.6,60
20140814  1800,17.0,-116.7,65
20140815  0000,17.0,-117.8,60
20140815  0600,17.1,-118.7,55
20140815  1200,17.3,-119.7,50
20140815  1800,17.5,-120.6,45
20140816  0000,17.7,-121.5,40
20140816  0600,18.0,-122.5,40
20140816  1200,18.0,-123.5,40
20140816  1800,17.9,-124.6,40
20140817  0000,17.9,-125.6,40
20140817  0600,18.0,-126.6,40
20140817  1200,18.0,-127.8,40
20140817  1800,17.8,-129.0,40
20140818  0000,17.6,-130.0,35
20140818  0600,17.3,-131.0,35
20140818  1200,16.9,-131.9,40
20140818  1800,16.3,-132.6,45
20140819  0000,15.9,-133.0,50
20140819  0600,15.7,-133.6,50
20140819  1200,15.7,-134.1,45
20140819  1800,15.7,-134.6,45
20140820  0000,15.8,-135.1,45
20140820  0600,15.9,-135.8,45
20140820  1200,15.9,-136.4,50
20140820  1800,15.8,-136.6,50
20140821  0000,15.6,-136.8,50
20140821  0600,15.3,-136.9,50
20140821  1200,15.0,-136.9,50
20140821  1800,14.8,-136.8,55
20140822  0000,14.7,-136.5,55
20140822  0600,14.7,-136.1,55
20140822  1200,14.9,-135.7,60
20140822  1800,15.4,-135.3,65
20140823  0000,16.0,-135.0,70
20140823  0600,16.5,-134.7,75
20140823  1200,17.0,-134.3,75
20140823  1800,17.3,-133.8,70
20140824  0000,17.6,-133.2,65
20140824  0600,17.8,-132.6,60
20140824  1200,17.9,-131.7,55
20140824  1800,17.8,-130.7,45
20140825  0000,17.6,-129.7,40
20140825  0600,17.4,-128.8,35
20140825  1200,17.4,-128.2,30
20140825  1800,17.4,-127.8,30
20140826  0000,17.2,-127.5,30
20140826  0600,17.0,-127.4,30
20140826  1200,16.8,-127.3,30
20140826  1800,16.4,-127.3,25
20140827  0000,15.9,-127.0,25
20140827  0600,15.4,-126.4,25
20140827  1200,15.1,-125.3,25
20140827  1800,15.2,-124.0,25
20140828  0000,16.3,-123.1,20
20140817  0000,16.0,-113.7,20
20140817  0600,16.0,-114.3,20
20140817  1200,16.0,-114.9,25
20140817  1800,16.0,-115.5,30
20140818  0000,16.1,-116.2,30
20140818  0600,16.2,-116.8,30
20140818  1200,16.3,-117.3,30
20140818  1800,16.5,-117.8,35
20140819  0000,16.7,-118.3,40
20140819  0600,17.1,-118.8,45
20140819  1200,17.6,-119.4,45
20140819  1800,18.0,-120.0,45
20140820  0000,18.4,-120.6,45
20140820  0600,18.6,-121.0,45
20140820  1200,18.7,-121.2,50
20140820  1800,18.9,-121.4,55
20140821  0000,19.1,-121.5,55
20140821  0600,19.4,-121.6,60
20140821  1200,19.8,-121.8,65
20140821  1800,20.2,-122.1,65
20140822  0000,20.7,-122.6,60
20140822  0600,21.2,-123.2,55
20140822  1200,21.7,-123.8,55
20140822  1800,22.1,-124.4,50
20140823  0000,22.6,-125.0,45
20140823  0600,23.1,-125.6,40
20140823  1200,23.5,-126.2,35
20140823  1800,23.9,-126.7,35
20140824  0000,24.4,-127.1,30
20140824  0600,24.8,-127.5,30
20140824  1200,25.2,-127.9,30
20140824  1800,25.5,-128.4,30
20140825  0000,25.6,-129.0,30
20140825  0600,25.7,-129.6,30
20140825  1200,25.8,-130.3,30
20140825  1800,25.9,-131.0,30
20140826  0000,26.0,-131.7,30
20140826  0600,26.3,-132.6,25
20140826  1200,26.7,-133.5,25
20140826  1800,27.3,-134.5,25
20140827  0000,28.0,-135.6,25
20140827  0600,28.6,-136.6,25
20140827  1200,29.2,-137.6,25
20140827  1800,29.8,-138.7,25
20140828  0000,30.3,-139.9,25
20140828  0600,30.6,-141.1,25
20140828  1200,30.8,-142.2,25
20140828  1800,31.0,-143.3,25
20140822  0000,12.3,-98.8,30
20140822  0600,12.6,-100.3,35
20140822  1200,12.9,-101.8,45
20140822  1800,13.2,-103.0,50
20140823  0000,13.5,-104.1,60
20140823  0600,13.9,-105.1,65
20140823  1200,14.3,-106.1,75
20140823  1800,14.8,-107.1,80
20140824  0000,15.5,-108.2,90
20140824  0600,15.9,-109.4,115
20140824  1200,16.0,-110.8,130
20140824  1800,15.9,-111.9,140
20140825  0000,16.3,-112.5,135
20140825  0600,16.9,-113.4,130
20140825  1200,17.5,-114.3,125
20140825  1800,18.1,-115.3,115
20140826  0000,18.8,-116.2,100
20140826  0600,19.6,-117.2,90
20140826  1200,20.4,-118.4,85
20140826  1800,20.9,-119.6,85
20140827  0000,21.2,-120.8,80
20140827  0600,21.6,-122.0,75
20140827  1200,22.1,-123.2,65
20140827  1800,22.7,-124.4,55
20140828  0000,23.4,-125.8,50
20140828  0600,24.1,-127.2,45
20140828  1200,24.8,-128.5,40
20140828  1800,25.6,-129.8,35
20140829  0000,26.5,-131.0,35
20140829  0600,27.3,-132.1,35
20140829  1200,28.2,-132.8,30
20140829  1800,29.1,-133.3,30
20140830  0000,29.8,-133.7,25
20140830  0600,30.5,-134.1,25
20140830  1200,31.0,-134.5,25
20140830  1800,31.3,-135.1,25
20140831  0000,31.4,-135.9,25
20140831  0600,31.4,-136.6,25
20140831  1200,31.4,-137.1,25
20140831  1800,31.4,-137.5,25
20140901  0000,31.4,-137.9,25
20140901  0600,31.4,-138.3,25
20140901  1200,31.3,-138.8,25
20140901  1800,31.0,-139.3,25
20140902  0000,30.8,-139.7,25
20140902  0600,30.6,-140.1,25
20140902  1200,17.0,-106.5,35
20140902  1800,18.0,-106.4,35
20140903  0000,18.9,-106.7,40
20140903  0600,19.4,-107.3,45
20140903  1200,19.5,-108.1,55
20140903  1800,19.5,-108.9,60
20140904  0000,19.7,-109.3,65
20140904  0600,20.1,-109.8,70
20140904  1200,20.4,-110.2,75
20140904  1800,20.9,-110.6,80
20140905  0000,21.5,-110.8,80
20140905  0600,22.1,-111.1,80
20140905  1200,22.8,-111.6,80
20140905  1800,23.5,-112.0,80
20140906  0000,24.0,-112.6,95
20140906  0600,24.4,-113.1,110
20140906  1200,24.8,-113.8,100
20140906  1800,25.1,-114.5,90
20140907  0000,25.3,-115.1,80
20140907  0600,25.6,-116.0,70
20140907  1200,25.9,-116.7,55
20140907  1800,26.3,-117.3,45
20140908  0000,26.8,-117.7,40
20140908  0600,27.2,-118.1,35
20140908  1200,27.5,-118.5,30
20140908  1800,27.9,-118.6,30
20140909  0000,28.5,-118.5,25
20140909  0600,29.0,-118.4,20
20140909  1200,28.8,-118.2,20
20140909  1800,28.4,-118.2,20
20140910  0000,28.1,-118.0,20
20140910  0600,27.9,-117.6,20
20140910  1200,27.6,-117.5,20
20140910  1800,27.2,-117.6,20
20140911  0000,26.9,-117.7,20
20140909  1200,13.5,-100.1,25
20140909  1800,13.7,-100.9,30
20140910  0000,14.0,-101.7,30
20140910  0600,14.4,-102.4,35
20140910  1200,14.8,-102.8,40
20140910  1800,15.2,-103.1,40
20140911  0000,15.4,-103.5,40
20140911  0600,15.5,-103.8,45
20140911  1200,15.4,-104.1,45
20140911  1800,15.3,-104.3,50
20140912  0000,15.3,-104.5,50
20140912  0600,15.4,-104.6,50
20140912  1200,15.5,-104.7,55
20140912  1800,15.6,-104.8,55
20140913  0000,15.7,-104.9,60
20140913  0600,16.0,-105.3,65
20140913  1200,16.3,-105.6,70
20140913  1800,16.7,-105.9,80
20140914  0000,17.6,-106.3,95
20140914  0600,18.5,-107.0,120
20140914  1200,19.4,-107.7,115
20140914  1800,20.7,-108.5,110
20140915  0000,22.0,-109.3,110
20140915  0445,22.9,-109.9,110
20140915  0600,23.3,-110.1,105
20140915  1200,24.2,-110.9,90
20140915  1800,25.1,-111.5,80
20140916  0000,26.1,-112.0,70
20140916  0600,27.0,-112.5,60
20140916  1200,27.9,-113.1,55
20140916  1800,28.8,-113.5,50
20140917  0000,29.4,-113.6,45
20140917  0600,29.9,-113.6,40
20140917  1200,30.4,-113.4,35
20140917  1630,30.7,-113.1,35
20140917  1800,30.8,-112.9,30
20140918  0000,31.0,-112.0,25
20140910  0600,12.5,-116.5,25
20140910  1200,12.8,-117.4,25
20140910  1800,13.3,-118.1,30
20140911  0000,13.9,-118.6,30
20140911  0600,14.7,-119.1,30
20140911  1200,15.4,-119.7,30
20140911  1800,16.0,-120.2,30
20140912  0000,16.4,-120.2,30
20140912  0600,16.7,-119.9,30
20140912  1200,16.9,-119.5,30
20140912  1800,16.9,-119.0,30
20140913  0000,16.7,-118.5,30
20140913  0600,16.4,-118.0,30
20140913  1200,16.0,-117.5,30
20140913  1800,15.7,-117.1,30
20140914  0000,15.3,-116.5,30
20140914  0600,15.0,-115.6,30
20140914  1200,15.0,-114.7,30
20140914  1800,15.4,-113.8,30
20140915  0000,16.0,-112.8,30
20140915  0600,16.8,-111.6,30
20140915  1200,18.0,-110.5,30
20140915  1800,19.4,-109.6,30
20140916  0000,20.8,-109.1,30
20140916  0600,22.4,-108.8,25
20140916  0000,11.4,-97.6,35
20140916  0600,11.6,-98.3,40
20140916  1200,12.1,-99.1,40
20140916  1800,12.8,-100.0,45
20140917  0000,13.6,-100.8,45
20140917  0600,14.4,-101.5,45
20140917  1200,15.2,-102.3,50
20140917  1800,15.7,-103.1,60
20140918  0000,16.0,-104.0,65
20140918  0600,16.4,-104.7,65
20140918  1200,16.9,-105.2,65
20140918  1800,17.5,-105.6,60
20140919  0000,18.1,-106.1,60
20140919  0600,18.5,-106.7,60
20140919  1200,18.9,-107.2,60
20140919  1800,19.4,-107.6,60
20140920  0000,19.8,-107.9,55
20140920  0600,20.2,-108.2,50
20140920  1200,20.7,-108.6,45
20140920  1800,21.1,-109.1,40
20140921  0000,21.4,-109.6,35
20140921  0600,21.6,-110.2,35
20140921  1200,22.0,-111.0,40
20140921  1800,22.4,-111.8,40
20140922  0000,22.6,-112.7,35
20140922  0600,22.5,-113.5,30
20140922  1200,22.3,-114.2,25
20140922  1800,22.1,-114.8,25
20140923  0000,21.9,-115.1,25
20140923  0600,21.6,-115.4,25
20140923  1200,21.3,-115.7,25
20140923  1800,21.0,-115.8,20
20140924  0000,20.6,-115.9,20
20140924  0600,20.2,-116.0,20
20140924  1200,19.7,-116.2,20
20140924  1800,19.3,-116.4,20
20140925  0000,18.9,-116.9,20
20140925  0600,18.5,-117.5,20
20140925  1200,18.0,-118.2,20
20140925  1800,17.4,-118.8,20
20140926  0000,16.9,-119.5,20
20140926  0600,16.5,-120.2,20
20140926  1200,16.0,-120.8,20
20140926  1800,15.5,-121.4,20
20140924  0000,14.5,-102.6,30
20140924  0600,14.8,-103.8,30
20140924  1200,14.9,-105.0,30
20140924  1800,15.1,-106.1,30
20140925  0000,15.3,-107.0,35
20140925  0600,15.7,-108.0,35
20140925  1200,16.1,-109.1,40
20140925  1800,16.7,-110.3,45
20140926  0000,17.3,-111.4,45
20140926  0600,17.7,-112.6,45
20140926  1200,18.1,-113.8,45
20140926  1800,17.7,-114.5,50
20140927  0000,18.2,-115.1,55
20140927  0600,18.8,-115.6,55
20140927  1200,19.3,-116.0,55
20140927  1800,19.9,-116.3,65
20140928  0000,20.3,-116.7,75
20140928  0600,20.8,-117.0,75
20140928  1200,21.2,-117.2,75
20140928  1800,21.7,-117.4,70
20140929  0000,22.1,-117.5,65
20140929  0600,22.4,-117.5,60
20140929  1200,22.6,-117.5,55
20140929  1800,22.8,-117.5,50
20140930  0000,23.0,-117.5,45
20140930  0600,23.2,-117.5,35
20140930  1200,23.3,-117.5,30
20140930  1800,23.1,-117.5,30
20141001  0000,22.9,-117.4,25
20141001  0600,22.8,-117.4,25
20141001  1200,22.8,-117.3,25
20141001  1800,22.8,-117.1,20
20141002  0000,22.8,-117.0,20
20141002  0600,22.8,-117.0,20
20141002  1200,22.7,-117.1,20
20141002  1800,22.5,-117.3,20
20141003  0000,22.3,-117.6,20
20140930  1200,14.7,-100.1,25
20140930  1800,15.2,-100.9,25
20141001  0000,15.7,-101.6,25
20141001  0600,16.2,-102.4,25
20141001  1200,16.7,-103.2,25
20141001  1800,17.1,-104.0,25
20141002  0000,17.5,-104.8,30
20141002  0600,17.9,-105.7,35
20141002  1200,18.1,-106.6,35
20141002  1800,18.2,-107.4,40
20141003  0000,18.2,-108.0,45
20141003  0600,18.3,-108.6,45
20141003  1200,18.4,-109.3,50
20141003  1800,18.7,-110.2,55
20141004  0000,19.0,-111.2,65
20141004  0600,19.3,-112.2,75
20141004  1200,19.8,-113.4,90
20141004  1800,20.3,-114.6,105
20141005  0000,21.0,-115.6,115
20141005  0600,21.8,-116.4,100
20141005  1200,22.4,-117.0,90
20141005  1800,23.1,-117.5,70
20141006  0000,23.6,-117.6,60
20141006  0600,24.2,-117.6,55
20141006  1200,24.8,-117.6,50
20141006  1800,25.4,-117.6,45
20141007  0000,26.0,-117.6,40
20141007  0600,26.6,-117.3,40
20141007  1200,27.1,-116.8,35
20141007  1800,27.6,-116.4,35
20141008  0000,27.9,-115.9,30
20141008  0600,28.1,-115.3,30
20141008  1200,28.3,-114.6,25
20141008  1800,28.2,-114.0,25
20141009  0000,27.7,-113.4,20
20141013  0600,11.8,-140.9,25
20141013  1200,12.2,-141.9,25
20141013  1800,12.3,-142.2,30
20141014  0000,12.7,-142.3,35
20141014  0600,13.0,-142.7,40
20141014  1200,13.5,-143.3,45
20141014  1800,13.8,-143.9,55
20141015  0000,14.0,-144.6,55
20141015  0600,14.1,-145.3,60
20141015  1200,14.2,-146.1,60
20141015  1800,14.3,-147.0,60
20141016  0000,14.1,-148.0,55
20141016  0600,14.0,-148.9,50
20141016  1200,14.0,-149.7,50
20141016  1800,14.1,-150.5,50
20141017  0000,14.4,-151.4,50
20141017  0600,14.9,-152.5,55
20141017  1200,15.4,-153.7,60
20141017  1800,16.0,-154.8,65
20141018  0000,16.6,-156.2,70
20141018  0600,17.5,-157.0,75
20141018  1200,18.2,-157.7,70
20141018  1800,19.0,-158.5,70
20141019  0000,19.6,-158.9,70
20141019  0600,20.1,-159.2,70
20141019  1200,20.6,-159.6,70
20141019  1800,20.7,-160.2,65
20141020  0000,20.7,-160.9,60
20141020  0600,20.7,-161.8,60
20141020  1200,20.7,-162.7,60
20141020  1800,20.6,-163.4,55
20141021  0000,20.5,-164.0,50
20141021  0600,20.8,-164.4,45
20141021  1200,20.8,-165.4,40
20141021  1800,20.9,-165.7,35
20141022  0000,21.6,-166.1,35
20141022  0600,22.0,-166.8,35
20141022  1200,22.6,-167.1,35
20141022  1800,23.4,-167.3,35
20141023  0000,24.4,-167.7,35
20141023  0600,25.5,-168.2,40
20141023  1200,26.3,-169.1,45
20141023  1800,26.7,-169.5,45
20141024  0000,27.1,-169.9,45
20141024  0600,27.6,-170.2,45
20141024  1200,28.2,-169.9,50
20141024  1800,28.9,-169.6,55
20141025  0000,30.2,-168.5,65
20141025  0600,31.7,-166.8,65
20141025  1200,33.4,-164.6,65
20141025  1800,35.0,-162.5,65
20141026  0000,37.0,-159.1,60
20141026  0600,39.1,-154.9,55
20141026  1200,41.2,-150.2,50
20141017  0600,13.9,-98.6,25
20141017  1200,14.6,-98.8,30
20141017  1800,15.3,-99.0,35
20141018  0000,15.8,-99.0,40
20141018  0600,16.2,-98.9,50
20141018  0915,16.5,-98.8,55
20141018  1200,16.7,-98.7,45
20141018  1800,17.1,-98.4,30
20141019  0000,17.3,-98.2,25
20141029  1800,10.7,-99.1,30
20141030  0000,10.8,-99.6,30
20141030  0600,11.0,-100.0,30
20141030  1200,11.2,-100.3,30
20141030  1800,11.1,-100.6,35
20141031  0000,10.8,-100.5,40
20141031  0600,10.4,-100.4,45
20141031  1200,9.9,-100.7,45
20141031  1800,9.6,-101.2,40
20141101  0000,9.4,-101.7,40
20141101  0600,9.4,-102.3,35
20141101  1200,9.6,-103.0,35
20141101  1800,9.8,-103.8,40
20141102  0000,10.2,-104.8,45
20141102  0600,10.7,-106.0,55
20141102  1200,11.4,-107.1,65
20141102  1800,12.2,-108.2,75
20141103  0000,13.1,-109.2,90
20141103  0600,14.0,-110.0,90
20141103  1200,14.9,-110.6,90
