Time,Latitude,Longitude,Intensity
20011101  0000,14.1,-126.8,50
20011101  0600,14.6,-127.7,50
20011101  1200,15.1,-128.2,55
20011101  1800,15.8,-128.4,65
20011102  0000,16.5,-128.6,75
20011102  0600,17.0,-128.8,75
20011102  1200,17.5,-129.2,65
20011102  1800,17.9,-129.5,60
20011103  0000,18.3,-130.2,45
20011103  0600,18.5,-131.0,35
20011103  1200,18.7,-131.8,30
20011103  1800,18.8,-132.5,30
20020524  1800,11.2,-101.2,30
20020525  0000,11.4,-101.4,30
20020525  0600,11.4,-101.7,30
20020525  1200,11.4,-102.3,30
20020525  1800,10.9,-103.2,30
20020526  0000,10.8,-103.7,30
20020526  0600,10.7,-104.2,30
20020526  1200,10.7,-104.9,35
20020526  1800,10.7,-105.7,35
20020527  0000,10.7,-106.5,35
20020527  0600,10.8,-107.7,35
20020527  1200,10.9,-108.6,40
20020527  1800,11.2,-109.5,45
20020528  0000,11.4,-110.4,50
20020528  0600,11.6,-111.2,55
20020528  1200,11.8,-112.5,60
20020528  1800,12.1,-113.5,65
20020529  0000,12.4,-113.9,70
20020529  0600,13.0,-114.5,75
20020529  1200,13.5,-115.0,80
20020529  1800,13.9,-115.4,85
20020530  0000,14.6,-115.4,90
20020530  0600,15.3,-115.4,100
20020530  1200,16.1,-115.3,100
20020530  1800,16.9,-115.2,95
20020531  0000,17.6,-115.1,85
20020531  0600,18.0,-115.4,75
20020531  1200,18.0,-115.7,60
20020531  1800,17.9,-115.8,50
20020601  0000,17.7,-115.8,35
20020601  0600,17.8,-115.7,30
20020601  1200,17.8,-115.7,25
20020608  1200,16.1,-102.4,25
20020608  1800,16.5,-103.1,30
20020609  0000,16.6,-103.8,40
20020609  0600,16.8,-104.1,50
20020609  1200,16.9,-104.2,50
20020609  1800,17.1,-104.3,50
20020610  0000,17.2,-104.2,45
20020610  0600,17.3,-104.1,40
20020610  1200,17.3,-103.9,35
20020610  1800,17.1,-103.7,30
20020611  0000,17.1,-103.6,30
20020611  0600,17.1,-103.5,25
20020611  1200,17.1,-103.3,25
20020611  1800,17.0,-103.2,20
20020612  0000,16.8,-102.7,20
20020627  1200,11.8,-121.9,30
20020627  1800,12.1,-123.2,30
20020628  0000,12.3,-124.4,30
20020628  0600,12.3,-125.7,30
20020628  1200,12.2,-127.0,30
20020628  1800,12.3,-128.8,30
20020629  0000,12.5,-131.4,25
20020629  0600,12.8,-133.1,25
20020709  1200,11.5,-100.3,30
20020709  1800,12.0,-101.7,30
20020710  0000,12.4,-103.3,25
20020710  0600,12.8,-104.7,25
20020710  1200,13.0,-106.0,25
20020710  1800,13.3,-107.3,25
20020711  0000,14.0,-108.6,25
20020711  0600,14.2,-109.6,25
20020711  1200,14.3,-110.5,30
20020711  1800,14.3,-111.5,30
20020712  0000,14.2,-112.5,30
20020712  0600,14.2,-113.6,35
20020712  1200,14.2,-114.6,35
20020712  1800,14.1,-115.2,40
20020713  0000,14.1,-115.7,40
20020713  0600,14.3,-116.1,40
20020713  1200,14.6,-116.6,45
20020713  1800,15.0,-117.1,45
20020714  0000,15.7,-117.5,45
20020714  0600,16.2,-117.6,50
20020714  1200,16.6,-117.8,55
20020714  1800,17.1,-117.9,50
20020715  0000,17.5,-118.0,45
20020715  0600,17.9,-118.5,35
20020715  1200,18.5,-119.4,30
20020715  1800,19.1,-119.8,30
20020716  0000,19.4,-120.4,30
20020716  0600,19.7,-121.1,25
20020716  1200,19.8,-121.9,25
20020716  1800,20.0,-122.7,25
20020720  1200,13.2,-106.4,30
20020720  1800,13.7,-106.8,40
20020721  0000,14.5,-107.2,45
20020721  0600,15.3,-107.6,50
20020721  1200,16.1,-108.4,55
20020721  1800,16.6,-109.5,60
20020722  0000,17.0,-110.3,65
20020722  0600,17.1,-111.1,75
20020722  1200,17.2,-112.0,85
20020722  1800,17.2,-112.7,90
20020723  0000,17.3,-113.4,90
20020723  0600,17.4,-114.0,90
20020723  1200,17.6,-114.7,85
20020723  1800,18.2,-115.7,80
20020724  0000,18.8,-117.0,80
20020724  0600,19.4,-118.4,70
20020724  1200,20.0,-120.0,65
20020724  1800,20.5,-121.8,55
20020725  0000,20.7,-123.8,50
20020725  0600,20.9,-125.7,45
20020725  1200,20.8,-127.6,35
20020725  1800,20.8,-129.4,35
20020726  0000,21.0,-131.3,30
20020726  0600,21.2,-133.4,30
20020726  1200,21.4,-135.3,25
20020726  1800,21.6,-137.3,25
20020727  0000,21.6,-139.3,25
20020723  0600,11.6,-96.7,30
20020723  1200,11.9,-98.5,35
20020723  1800,12.2,-100.5,45
20020724  0000,12.1,-102.3,55
20020724  0600,12.3,-103.7,70
20020724  1200,12.7,-105.1,110
20020724  1800,13.2,-106.6,120
20020725  0000,13.8,-108.0,130
20020725  0600,14.3,-109.5,140
20020725  1200,14.7,-111.0,130
20020725  1800,15.0,-112.5,115
20020726  0000,15.1,-113.8,105
20020726  0600,15.2,-114.9,100
20020726  1200,15.5,-116.0,100
20020726  1800,16.0,-117.1,95
20020727  0000,16.4,-118.2,85
20020727  0600,16.8,-119.2,75
20020727  1200,17.3,-120.3,65
20020727  1800,17.8,-121.4,60
20020728  0000,18.4,-122.5,55
20020728  0600,19.0,-123.3,55
20020728  1200,19.8,-124.1,55
20020728  1800,20.6,-124.9,50
20020729  0000,21.5,-125.8,45
20020729  0600,22.6,-126.5,40
20020729  1200,23.7,-127.1,35
20020729  1800,24.8,-127.6,30
20020730  0000,26.2,-128.0,30
20020730  0600,27.5,-128.3,30
20020730  1200,28.6,-128.5,25
20020730  1800,29.6,-128.6,20
20020731  0000,30.6,-128.5,20
20020731  0600,31.5,-128.3,20
20020731  1200,32.4,-128.0,15
20020731  1800,33.0,-127.6,15
20020806  0000,13.0,-118.9,25
20020806  0600,13.9,-119.8,30
20020806  1200,14.8,-120.7,30
20020806  1800,15.6,-121.6,30
20020807  0000,16.2,-122.6,30
20020807  0600,17.0,-123.2,30
20020807  1200,17.9,-123.9,30
20020807  1800,18.8,-124.8,25
20020808  0000,19.0,-126.0,25
20020821  1200,12.8,-106.9,25
20020821  1800,12.8,-107.7,30
20020822  0000,12.8,-108.6,35
20020822  0600,13.0,-109.7,45
20020822  1200,13.2,-111.0,55
20020822  1800,13.7,-112.3,65
20020823  0000,14.2,-113.7,70
20020823  0600,14.5,-115.1,80
20020823  1200,14.7,-116.5,90
20020823  1800,15.0,-117.9,100
20020824  0000,15.2,-119.2,110
20020824  0600,15.3,-120.5,120
20020824  1200,15.7,-121.8,125
20020824  1800,16.1,-122.9,125
20020825  0000,16.6,-124.0,120
20020825  0600,17.2,-125.2,110
20020825  1200,17.8,-126.5,95
20020825  1800,18.5,-127.9,90
20020826  0000,19.4,-129.3,85
20020826  0600,20.2,-130.7,75
20020826  1200,20.9,-132.1,60
20020826  1800,21.4,-133.9,50
20020827  0000,22.0,-135.6,45
20020827  0600,22.6,-137.0,40
20020827  1200,23.4,-138.4,35
20020827  1800,24.3,-139.8,35
20020828  0000,25.3,-141.2,30
20020828  0600,26.3,-142.8,30
20020828  1200,26.8,-145.0,30
20020828  1800,27.0,-147.0,30
20020829  0000,27.3,-149.2,25
20020829  0600,27.5,-151.3,25
20020829  1200,27.8,-153.3,25
20020829  1800,27.9,-154.7,25
20020830  0000,28.1,-155.4,30
20020830  0600,28.6,-156.1,30
20020830  1200,29.3,-156.7,30
20020830  1800,30.0,-157.3,30
20020831  0000,30.9,-158.0,30
20020831  0600,31.9,-159.0,30
20020831  1200,32.4,-160.5,30
20020831  1800,32.9,-162.3,30
20020901  0000,33.3,-163.8,30
20020901  0600,33.8,-165.0,30
20020901  1200,34.3,-166.3,30
20020901  1800,34.6,-167.4,35
20020902  0000,35.1,-168.4,35
20020902  0600,35.7,-169.2,35
20020902  1200,37.2,-170.0,35
20020902  1800,40.0,-170.3,35
20020903  0000,43.1,-169.8,35
20020821  1800,11.1,-139.2,50
20020822  0000,10.8,-139.2,25
20020822  0600,10.8,-139.8,25
20020822  1200,10.7,-141.2,25
20020822  1800,10.7,-142.7,30
20020823  0000,10.7,-144.1,30
20020823  0600,11.1,-145.0,30
20020823  1200,11.2,-146.1,30
20020823  1800,11.3,-147.0,30
20020824  0000,11.5,-148.0,30
20020824  0600,11.6,-149.0,30
20020824  1200,11.7,-149.7,30
20020824  1800,11.8,-150.7,30
20020825  0000,12.2,-151.5,40
20020825  0600,12.7,-152.6,55
20020825  1200,12.8,-153.8,50
20020825  1800,12.5,-155.1,50
20020826  0000,12.5,-156.3,50
20020826  0600,12.6,-157.5,45
20020826  1200,13.0,-158.9,45
20020826  1800,13.8,-160.4,35
20020827  0000,14.6,-162.0,30
20020827  0600,15.3,-162.9,30
20020827  1200,15.6,-164.4,30
20020827  1800,15.8,-166.2,25
20020828  0000,16.0,-167.5,25
20020828  0600,16.2,-168.9,25
20020825  0000,9.8,-157.6,15
20020825  0600,9.9,-159.1,15
20020825  1200,10.1,-160.4,15
20020825  1800,10.3,-161.3,15
20020826  0000,10.4,-162.0,15
20020826  0600,10.4,-163.1,25
20020826  1200,10.4,-164.2,25
20020826  1800,10.3,-165.4,25
20020827  0000,10.3,-167.3,30
20020827  0600,10.2,-168.7,40
20020827  1200,10.0,-170.9,60
20020827  1800,10.1,-172.0,60
20020828  0000,9.7,-173.2,65
20020828  0600,10.0,-174.4,65
20020828  1200,10.3,-175.3,75
20020828  1800,10.5,-176.4,75
20020829  0000,10.7,-177.5,75
20020829  0600,10.9,-178.0,90
20020829  1200,11.2,-178.4,90
20020829  1800,11.7,-179.2,100
20020830  0000,12.1,-179.9,110
20020826  0000,14.7,-110.4,30
20020826  0600,14.5,-111.2,30
20020826  1200,14.4,-112.0,30
20020826  1800,14.2,-112.7,30
20020827  0000,14.0,-113.2,35
20020827  0600,13.9,-113.7,40
20020827  1200,13.9,-114.3,50
20020827  1800,14.1,-114.9,60
20020828  0000,14.6,-115.5,60
20020828  0600,15.2,-116.1,60
20020828  1200,15.9,-116.9,60
20020828  1800,16.4,-117.9,60
20020829  0000,16.9,-118.9,60
20020829  0600,17.5,-119.6,55
20020829  1200,18.0,-120.1,45
20020829  1800,18.5,-120.8,40
20020830  0000,19.1,-121.5,35
20020830  0600,19.6,-122.1,35
20020830  1200,20.2,-122.7,30
20020830  1800,20.8,-123.4,30
20020831  0000,21.4,-124.1,25
20020831  0600,22.3,-124.9,25
20020831  1200,23.3,-125.1,25
20020831  1800,24.1,-125.6,25
20020901  0000,24.5,-126.5,20
20020901  0600,24.9,-127.0,20
20020830  0600,13.5,-103.1,30
20020830  1200,13.9,-103.4,40
20020830  1800,14.2,-104.0,45
20020831  0000,14.7,-104.8,55
20020831  0600,15.1,-105.8,65
20020831  1200,15.3,-106.9,85
20020831  1800,15.7,-107.8,100
20020901  0000,16.5,-108.8,115
20020901  0600,16.7,-110.1,130
20020901  1200,17.2,-111.1,140
20020901  1800,17.7,-112.2,140
20020902  0000,17.9,-113.3,135
20020902  0600,18.2,-114.3,115
20020902  1200,18.4,-115.4,110
20020902  1800,18.6,-116.3,105
20020903  0000,18.7,-117.3,95
20020903  0600,18.8,-118.3,90
20020903  1200,18.9,-119.3,85
20020903  1800,19.2,-120.1,80
20020904  0000,19.5,-120.8,70
20020904  0600,20.2,-121.6,65
20020904  1200,20.7,-122.1,55
20020904  1800,21.1,-122.8,50
20020905  0000,21.5,-123.3,40
20020905  0600,21.8,-123.7,35
20020905  1200,22.3,-124.1,30
20020905  1800,22.8,-124.4,30
20020906  0000,23.3,-124.4,30
20020906  0600,23.7,-124.5,25
20020906  1200,24.0,-124.6,25
20020906  1800,24.5,-124.7,20
20020905  1800,18.9,-107.2,25
20020906  0000,19.6,-108.0,30
20020906  0600,20.1,-108.8,30
20020906  1200,20.6,-109.7,30
20020906  1800,21.2,-110.6,30
20020907  0000,21.4,-111.3,30
20020907  0600,21.4,-111.8,30
20020907  1200,21.1,-112.3,30
20020907  1800,20.7,-113.0,25
20020908  0000,20.9,-113.4,25
20020908  0600,21.3,-113.7,25
20020908  1200,21.9,-113.9,25
20020908  1800,22.3,-114.0,25
20020909  0000,22.9,-114.1,25
20020909  0600,23.7,-113.8,25
20020909  1200,24.1,-113.6,25
20020909  1800,24.4,-113.7,25
20020910  0000,24.6,-113.7,20
20020915  0600,15.2,-103.8,25
20020915  1200,15.6,-104.6,25
20020915  1800,16.2,-105.5,30
20020916  0000,16.9,-106.8,40
20020916  0600,17.7,-107.8,40
20020916  1200,18.4,-109.0,45
20020916  1800,19.2,-110.4,45
20020917  0000,20.0,-111.6,50
20020917  0600,20.5,-112.5,55
20020917  1200,21.1,-113.2,55
20020917  1800,21.6,-114.0,60
20020918  0000,21.9,-114.6,60
20020918  0600,22.1,-114.3,45
20020918  1200,22.3,-114.1,40
20020918  1800,22.5,-114.0,35
20020919  0000,22.7,-113.7,35
20020919  0600,23.0,-113.3,35
20020919  1200,23.5,-112.9,35
20020919  1800,23.8,-112.5,30
20020920  0000,24.1,-112.6,25
20020920  0600,24.5,-112.8,25
20020920  1200,24.9,-113.0,20
20020925  0000,14.6,-101.8,25
20020925  0600,15.4,-101.6,30
20020925  1200,16.1,-101.6,35
20020925  1800,17.0,-101.9,40
20020926  0000,18.0,-102.4,40
20020926  0600,18.7,-103.3,35
20020926  1200,19.4,-104.3,25
20021022  0000,11.4,-99.4,30
20021022  0600,11.5,-100.4,35
20021022  1200,11.7,-101.4,35
20021022  1800,12.1,-102.5,35
20021023  0000,12.6,-103.6,40
20021023  0600,13.1,-104.6,50
20021023  1200,13.6,-105.7,60
20021023  1800,14.2,-106.9,75
20021024  0000,14.9,-108.0,90
20021024  0600,15.5,-108.5,105
20021024  1200,16.4,-108.8,125
20021024  1800,17.3,-108.8,140
20021025  0000,18.3,-108.3,145
20021025  0600,19.3,-107.5,145
20021025  1200,20.4,-106.5,130
20021025  1630,21.7,-105.4,120
20021025  1800,22.1,-105.1,100
20021026  0000,23.7,-103.5,35
20021022  1800,11.0,-130.5,30
20021023  0000,11.8,-130.5,30
20021023  0600,11.8,-130.5,35
20021023  1200,12.7,-131.0,40
20021023  1800,12.3,-131.5,40
20021024  0000,12.4,-132.4,40
20021024  0600,12.6,-133.2,40
20021024  1200,12.3,-134.5,35
20021024  1800,12.3,-135.5,30
20021025  0000,12.5,-136.8,30
20021025  0600,12.5,-137.7,30
20021025  1200,12.5,-138.8,30
20021025  1800,12.6,-139.7,30
20021026  0000,12.7,-140.5,30
20021026  0600,12.8,-141.2,30
20021026  1200,13.0,-142.0,30
20021026  1800,12.5,-143.0,30
20021027  0000,12.3,-143.7,30
20021027  0600,12.3,-143.9,30
20021027  1200,12.5,-144.0,30
20021027  1800,12.8,-144.1,35
20021028  0000,13.1,-144.5,35
20021028  0600,13.2,-144.7,40
20021028  1200,13.3,-144.9,45
20021028  1800,12.9,-145.4,45
20021029  0000,12.7,-145.8,40
20021029  0600,12.6,-146.3,35
20021029  1200,12.3,-147.0,30
20021029  1800,12.0,-147.6,25
20021030  0000,12.1,-148.3,25
20021030  0600,11.9,-148.7,25
20021030  1200,11.7,-148.9,25
20021030  1800,11.5,-149.1,25
20021031  0000,11.2,-149.2,25
20021023  1800,8.7,-153.8,20
20021024  0000,8.9,-154.0,20
20021024  0600,9.1,-154.2,20
20021024  1200,9.3,-154.3,25
20021024  1800,9.5,-154.3,25
20021025  0000,9.8,-154.3,25
20021025  0600,10.0,-154.2,25
20021025  1200,10.3,-154.2,25
20021025  1800,10.6,-154.6,30
20021026  0000,10.8,-154.9,35
20021026  0600,11.4,-155.1,35
20021026  1200,11.4,-155.7,40
20021026  1800,11.5,-156.3,45
20021027  0000,11.5,-156.8,45
20021027  0600,11.7,-157.6,50
20021027  1200,11.4,-157.7,55
20021027  1800,12.2,-158.1,55
20021028  0000,12.3,-158.5,55
20021028  0600,12.5,-158.8,55
20021028  1200,12.7,-159.0,60
20021028  1800,12.8,-160.0,65
20021029  0000,12.8,-160.0,65
20021029  0600,12.9,-160.4,65
20021029  1200,13.2,-160.5,65
20021029  1800,13.6,-160.4,65
20021030  0000,14.0,-161.3,55
20021030  0600,14.0,-162.6,55
20021030  1200,13.8,-163.4,50
20021030  1800,13.7,-164.3,55
20021031  0000,13.9,-165.3,60
20021031  0600,13.8,-166.2,65
20021031  1200,13.7,-166.9,65
20021031  1800,13.5,-168.1,65
20021101  0000,13.4,-169.2,65
20021101  0600,13.7,-170.3,65
20021101  1200,14.1,-171.4,75
20021101  1800,14.6,-172.0,75
20021102  0000,14.7,-172.6,75
20021102  0600,14.7,-173.5,75
20021102  1200,14.8,-174.2,75
20021102  1800,15.0,-175.2,75
20021103  0000,15.4,-176.6,75
20021103  0600,15.7,-179.1,75
20021114  0000,15.1,-109.9,25
20021114  0600,15.2,-111.0,30
20021114  1200,15.7,-111.5,30
20021114  1800,16.3,-111.8,30
20021115  0000,16.2,-112.4,30
20021115  0600,15.9,-113.1,30
20021115  1200,15.6,-113.8,30
20021115  1800,15.2,-114.6,25
20021116  0000,14.9,-115.6,25
20021116  0600,14.7,-116.7,20
20030519  1800,9.6,-102.2,25
20030520  0000,9.6,-103.1,30
20030520  0600,9.7,-104.0,40
20030520  1200,9.7,-105.0,45
20030520  1800,9.7,-106.1,50
20030521  0000,9.7,-107.3,50
20030521  0600,9.8,-108.6,50
20030521  1200,10.1,-110.2,45
20030521  1800,10.4,-111.9,45
20030522  0000,10.5,-113.5,45
20030522  0600,10.8,-115.2,50
20030522  1200,11.1,-117.0,50
20030522  1800,11.5,-118.8,45
20030523  0000,11.8,-120.7,45
20030523  0600,12.2,-122.4,45
20030523  1200,12.5,-124.1,45
20030523  1800,12.9,-125.9,45
20030524  0000,13.4,-127.6,45
20030524  0600,13.8,-129.1,45
20030524  1200,14.1,-130.5,45
20030524  1800,14.4,-131.8,40
20030525  0000,14.6,-133.2,35
20030525  0600,14.5,-134.6,30
20030525  1200,14.3,-136.2,25
20030525  1800,14.1,-137.8,25
20030526  0000,14.1,-139.2,25
20030526  0600,14.4,-140.5,20
20030526  1200,14.7,-141.9,20
20030617  0000,15.9,-103.2,25
20030617  0600,16.2,-103.3,30
20030617  1200,16.4,-103.4,30
20030617  1800,16.5,-103.5,35
20030618  0000,16.6,-103.6,45
20030618  0600,16.7,-103.8,45
20030618  1200,16.7,-104.0,45
20030618  1800,16.7,-104.3,50
20030619  0000,16.6,-104.5,45
20030619  0600,16.5,-104.6,45
20030619  1200,16.4,-104.7,45
20030619  1800,16.1,-104.9,45
20030620  0000,15.9,-105.1,40
20030620  0600,15.7,-105.4,35
20030620  1200,15.6,-105.7,35
20030620  1800,15.5,-106.0,30
20030621  0000,15.3,-106.3,25
20030621  0600,15.4,-106.2,25
20030621  1200,15.5,-106.1,25
20030621  1800,15.5,-106.0,25
20030622  0000,15.6,-105.7,25
20030622  0600,15.7,-105.2,25
20030622  1200,15.8,-104.9,20
20030622  1800,15.9,-104.5,20
20030623  0000,16.0,-104.1,20
20030623  0600,16.1,-103.9,20
20030623  1200,16.2,-103.8,20
20030623  1800,16.4,-103.7,20
20030624  0000,16.6,-103.6,20
20030624  0600,17.1,-103.8,20
20030624  1200,17.5,-104.3,20
20030626  0000,13.9,-97.2,25
20030626  0600,14.1,-97.8,30
20030626  1200,14.7,-97.8,35
20030626  1800,15.0,-97.3,45
20030627  0000,15.7,-97.6,55
20030627  0300,16.0,-97.8,55
20030627  0600,16.3,-98.1,45
20030627  1200,16.5,-98.6,30
20030627  1800,16.7,-99.3,25
20030628  0000,16.6,-99.9,25
20030628  0600,16.4,-100.6,25
20030628  1200,16.1,-101.2,25
20030628  1800,15.7,-101.8,25
20030706  0600,13.8,-116.0,30
20030706  1200,14.6,-117.0,35
20030706  1800,15.5,-117.9,35
20030707  0000,16.0,-118.6,30
20030707  0600,16.5,-119.4,30
20030707  1200,17.0,-120.2,25
20030707  1800,17.3,-121.1,25
20030708  0000,17.6,-122.0,25
20030708  0600,17.9,-122.8,20
20030708  1200,18.2,-124.0,20
20030708  1800,18.6,-125.5,20
20030710  1200,14.1,-106.3,25
20030710  1800,14.6,-107.5,30
20030711  0000,14.6,-108.7,30
20030711  0600,14.6,-109.5,30
20030711  1200,14.7,-110.4,40
20030711  1800,14.9,-111.2,45
20030712  0000,15.3,-112.1,55
20030712  0600,16.2,-113.3,55
20030712  1200,17.2,-114.3,55
20030712  1800,18.0,-115.6,55
20030713  0000,18.9,-117.1,50
20030713  0600,19.3,-118.7,45
20030713  1200,19.7,-119.7,35
20030713  1800,20.0,-121.2,30
20030714  0000,20.0,-122.5,25
20030714  0600,19.9,-123.9,25
20030714  1200,19.7,-125.1,25
20030714  1800,19.2,-126.2,20
20030715  0000,18.9,-126.9,20
20030715  0600,18.7,-127.8,20
20030715  1200,18.6,-128.8,20
20030715  1800,18.6,-129.8,20
20030716  0000,18.6,-130.6,20
20030717  1800,14.0,-105.3,25
20030718  0000,14.3,-107.0,30
20030718  0600,14.6,-108.7,35
20030718  1200,14.9,-110.1,45
20030718  1800,15.2,-111.6,40
20030719  0000,15.3,-113.2,40
20030719  0600,15.4,-114.7,40
20030719  1200,15.5,-116.1,40
20030719  1800,15.5,-117.6,35
20030720  0000,15.4,-119.2,35
20030720  0600,15.2,-120.7,30
20030720  1200,15.2,-121.7,30
20030720  1800,15.2,-122.6,30
20030721  0000,15.4,-123.6,30
20030721  0600,15.6,-124.8,30
20030721  1200,15.8,-126.2,30
20030721  1800,15.9,-127.7,30
20030722  0000,16.1,-129.1,30
20030722  0600,16.4,-130.3,25
20030722  1200,16.7,-131.4,25
20030722  1800,17.1,-132.8,25
20030723  0000,17.5,-134.5,25
20030723  0600,17.6,-136.1,25
20030723  1200,17.6,-137.6,20
20030723  1800,17.7,-139.0,20
20030724  0000,17.8,-140.5,20
20030724  0600,17.9,-142.4,20
20030724  1200,18.0,-144.5,20
20030807  0600,16.0,-115.7,25
20030807  1200,16.3,-116.1,25
20030807  1800,16.5,-116.6,30
20030808  0000,16.6,-117.2,40
20030808  0600,16.6,-117.8,40
20030808  1200,16.5,-118.5,45
20030808  1800,16.1,-119.2,50
20030809  0000,15.9,-120.0,50
20030809  0600,15.8,-121.0,50
20030809  1200,15.7,-122.2,50
20030809  1800,15.5,-123.4,45
20030810  0000,15.4,-124.6,45
20030810  0600,15.4,-125.8,45
20030810  1200,15.5,-126.9,40
20030810  1800,15.5,-128.0,35
20030811  0000,15.6,-129.3,35
20030811  0600,15.7,-130.6,35
20030811  1200,15.9,-132.0,30
20030811  1800,16.2,-133.5,30
20030812  0000,16.3,-135.0,30
20030812  0600,16.3,-136.5,30
20030812  1200,16.3,-138.2,30
20030812  1800,16.3,-139.8,25
20030813  0000,16.1,-141.5,25
20030809  0600,13.5,-111.1,25
20030809  1200,13.8,-112.4,30
20030809  1800,14.1,-113.6,30
20030810  0000,14.5,-114.8,35
20030810  0600,14.9,-115.8,35
20030810  1200,15.5,-116.8,35
20030810  1800,16.1,-117.9,35
20030811  0000,16.8,-119.1,35
20030811  0600,17.4,-120.3,35
20030811  1200,17.9,-121.5,35
20030811  1800,18.6,-123.2,30
20030812  0000,18.4,-124.7,30
20030812  0600,18.4,-126.1,30
20030812  1200,18.4,-127.3,30
20030812  1800,18.4,-128.4,25
20030813  0000,18.4,-129.3,25
20030813  0600,18.4,-129.9,25
20030813  1200,18.4,-130.5,25
20030811  0000,12.5,-136.5,25
20030811  0600,12.4,-138.8,25
20030811  1200,12.3,-140.8,25
20030811  1800,12.0,-142.4,25
20030812  0000,11.7,-143.7,25
20030812  0600,11.5,-144.5,25
20030812  1200,11.4,-144.9,25
20030812  1800,11.2,-145.2,25
20030813  0000,11.0,-145.4,25
20030813  0600,11.0,-145.0,25
20030813  1200,11.6,-144.4,25
20030813  1800,12.3,-144.0,25
20030814  0000,13.1,-143.8,25
20030814  0600,13.9,-143.7,25
20030814  1200,14.2,-144.1,25
20030814  1800,14.1,-145.0,25
20030815  0000,14.0,-146.6,25
20030815  0600,13.7,-148.0,25
20030815  1200,13.6,-149.3,25
20030815  1800,13.8,-151.0,30
20030816  0000,13.9,-152.9,30
20030816  0600,14.2,-154.5,30
20030816  1200,14.4,-155.7,30
20030816  1800,14.6,-156.8,25
